0,13209.895205745848,517747.1043027146,-1.1952057458474883,1.8056972853955813
1,13205.481694721899,517748.2290515212,0.45830527810176136,0.510948478768114
2,13203.42808478821,517748.8409506309,-0.09808478820923483,-0.14095063088461757
3,13200.822556778638,517749.5036964441,0.46744322136328265,-1.1036964440718293
4,13200.78872423042,517752.14521546673,-0.7087242304205574,-0.7152154667419381
5,13200.163550853382,517753.70146010566,-0.6435508533813845,-1.3014601056347601
6,13199.298159898915,517754.7522676965,-0.3281598989160557,-1.3922676965012215
7,13199.473993319603,517756.2355395021,-0.4639933196031052,-1.4055395020986907
8,13199.989957392945,517757.8467666116,-0.7999573929446342,-1.8667666116380133
9,13200.431004367281,517758.53015880793,-1.491004367280766,-1.3301588079193607
10,13200.444678760377,517760.1933491859,-1.9046787603765551,-1.7033491859328933
11,13200.039564766617,517762.10986186616,-1.7495647666164587,-2.2198618661495857
12,13200.568194577778,517763.32919374254,-2.2381945777779038,-2.08919374254765
13,13200.658823700396,517764.1975892879,-2.288823700395369,-1.6775892878649756
14,13201.056440900142,517766.465791977,-2.646440900141897,-2.4757919770199805
15,13201.215511946803,517767.308996284,-2.615511946802144,-1.9189962839591317
16,13201.437935522634,517768.78588565986,-3.0879355226334155,-1.98588565987302
17,13200.961514242037,517770.14592445287,-3.1615142420378106,-2.1159244528389536
18,13200.450179801232,517772.4588009969,-3.3201798012323707,-2.8288009968819097
19,13196.436791172784,517773.0062129134,-2.176791172783851,-2.3162129133706912
20,13194.533042080866,517774.6113640729,-2.69304208086578,-2.291364072880242
21,13189.763142386655,517774.6876133905,-0.6731423866549449,-2.1576133904745802
22,13187.282615013179,517776.2581720745,-0.63261501317902,-3.1281720745027997
23,13184.574849309165,517777.9954255107,0.21515069083579874,-4.135425510699861
24,13183.632362144619,517778.2893230375,-0.5623621446193283,-3.6393230374669656
25,13182.037497468214,517779.68087085744,-0.0974974682139873,-3.9908708574366756
26,13182.088201799224,517780.57245778485,-0.8482017992246256,-4.052457784826402
27,13181.34206502314,517781.73175747885,-0.3620650231405307,-4.181757478858344
28,13182.755565109255,517782.81212214584,-1.5955651092554035,-3.99212214583531
29,13184.317991763806,517783.27963477874,-1.8179917638062761,-3.369634778762702
30,13186.913558082764,517784.7354278499,-1.7635580827645754,-3.255427849944681
31,13189.178733513078,517785.5854574842,-2.9787335130768042,-2.9654574841842987
32,13190.281413431638,517786.6479506768,-3.031413431637702,-3.0779506767867133
33,13192.091094698124,517787.6992316327,-3.5110946981239977,-3.189231632684823
34,13194.001650843962,517787.64796506625,-3.6616508439619793,-2.3879650662420318
35,13195.051011401105,517788.24474898673,-2.9510114011045516,-2.29474898672197
36,13197.844949276498,517787.6349809436,-3.414949276497282,-1.0649809435708448
37,13199.792164568895,517788.35338208335,-3.162164568895605,-1.0433820833568461
38,13202.826831157094,517788.85586401407,-3.856831157094348,-0.7358640140737407
39,13204.1314450727,517789.0138535253,-3.121445072700226,-0.45385352527955547
40,13207.021965092694,517788.65078132047,-3.971965092694518,0.07921867951517925
41,13209.339233613613,517788.7899907957,-4.259233613613105,0.17000920430291444
42,13211.006402333776,517788.83974337304,-3.746402333776132,0.22025662695523351
43,13213.562202782696,517788.32603883167,-4.272202782694876,0.7139611683087423
44,13214.592127855145,517787.9206728115,-3.422127855144936,1.039327188511379
45,13216.689914369928,517787.4834470274,-3.929914369928156,1.4665529726189561
46,13217.910218479317,517787.45786675997,-3.9902184793172637,1.4221332400338724
47,13218.22810096277,517787.54094853194,-3.868100962768949,1.3290514680556953
48,13218.106987949503,517787.82236639434,-3.5969879495023633,1.2976336056599393
49,13217.675807899948,517788.61827638303,-3.295807899949068,1.0117236169753596
50,13214.479154481234,517790.06557596725,-1.689154481233345,-0.16557596722850576
51,13210.248940350455,517790.25690250675,-0.7789403504557413,-0.12690250674495474
52,13207.199344719667,517793.91692368296,-0.13934471966786077,-1.8469236829550937
53,13205.078488389103,517795.66705817526,0.14151161089648667,-2.0470581752597354
54,13204.27119471775,517795.45355783874,-0.6311947177509865,-1.3635578387184069
55,13202.788390817248,517799.7282476843,-1.9383908172476367,-1.75824768433813
